time,seconds_elapsed_x,az,ay,ax,seconds_elapsed_y,gz,gy,gx,activity
2025-10-27 21:20:00,0.060794922,-0.382123587,0.155660517,0.150946056,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.635229248,12.59118369,12.81203476,-2.666044379,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.62527124,9.416598543,11.51703002,-1.252476973,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.615312256,6.176087513,9.642817867,0.283978032,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.605353271,2.800874582,7.52666041,1.624000547,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.595395264,-1.427328805,4.998551215,2.551164492,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.585436279,-6.858616772,2.537521459,2.956681229,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.575477295,-13.06720546,0.554411706,3.604563246,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.645188232,15.35718569,13.21235393,-3.997338575,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.565519287,-19.67892077,-1.113321746,3.834224527,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.545601074,-35.57346445,-6.364961733,0.685038466,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.535643311,-41.78804974,-10.57630868,-1.491537512,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.525684326,-42.88346714,-14.31145616,-2.35109434,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.515725098,-38.34404209,-16.05726873,-0.169858554,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.505766357,-34.57699725,-14.54160931,2.198773781,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.49580835,-36.10191432,-10.73539099,1.174001986,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.485849121,-36.07604572,-6.900422362,-1.76857473,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.555560303,-27.20420755,-3.203730283,2.603141348,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.475890381,-27.92576241,-3.480080834,-4.084560931,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.655147461,17.81884118,13.07912736,-5.156456296,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.675064209,21.31159328,11.41940201,-7.067862749,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.834403564,-1.469891351,2.644903391,-4.77703057,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.82444458,4.739958146,2.861727694,-6.386552802,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.814486328,7.850252313,2.898408781,-7.647181225,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.804527588,9.147379451,2.940900892,-8.708184316,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.794568359,10.20815809,3.054277096,-9.540989477,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.784610352,11.60705341,3.124987001,-9.944826299,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.774651611,13.42509301,3.271123319,-10.27971526,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.665105225,19.80316206,12.48569152,-6.132116853,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.764692383,15.56758902,3.457017938,-10.51554295,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.744775635,19.76418614,4.31688734,-10.1334293,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.734816406,21.58596318,4.74721177,-10.11550201,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.724858398,22.83435463,5.337413752,-10.04344917,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.714899414,23.36747601,6.196980078,-9.896688583,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.704940186,23.46031445,7.356361711,-9.431252507,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.694981201,23.07054123,8.769175668,-8.702108211,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.685023438,22.34770977,10.12747419,-7.922810184,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.754734375,17.80404693,3.790448806,-10.33328201,12.85770825,0.205648288,0.092356287,0.263226688,jump
2025-10-27 21:20:00,8.844362305,-10.02056865,2.332158169,-3.521941369,12.85770825,0.205648288,0.092356287,0.263226688,jump
